metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
Persian_MS_33_deco_2,manuscript_6824,,Persian_MS_33,,part,,manuscript_6824-item2,,"Spines of both volumes uniformly fully gilt, with with double fillet lines palleted on either sides of the bands, central twining quatrefoils and floral scrollwork corners within the panels, and scalloped solid and dotted lines surmounted by floral scrollwork decorative rolls at and , with the latter again in blind on the board edges. Red goatskin leather labels titled HAPHYZ CUM SCHOLIIS. with the volume numbers on black skiver now deteriorated. Blind single fillet lines on the board margins.",binding,spine; head; tail; spine,Spine Head Tail Spine,Spine Head Tail Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_532_deco_1,manuscript_7028,,Persian_MS_532,,manuscript,,Persian_MS_532,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_27_deco_1,manuscript_6757,,Persian_MS_27,,manuscript,,Persian_MS_27,,"Elegantly tooled in both blind and gold leaf with an interlaced diaper and square on the boards interspersed with as well as the spine, which is title BAHARISTAN.gold leafBAHARISTAN",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_526_deco_1,manuscript_7021,,Persian_MS_526,,manuscript,,Persian_MS_526,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_240_deco_1,manuscript_6725,,Persian_MS_240,,manuscript,,Persian_MS_240,,"Board exteriors decorated in the 'Cambridge panel' style, with spattered potash. Central panel blind-tolled with double and single fillet lines, surrounded by a decorative roll featuring alternating flowers and arcs with blossoms inside. Board margins also blind-tooled with single and double fillets. Replaced spine titled and with double fillet lines at and all in gold.",binding,head; tail,Head Tail,Head Tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_297_deco_1,manuscript_6787,,Persian_MS_297,,manuscript,,Persian_MS_297,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_283_deco_1,manuscript_6772,,Persian_MS_283,,manuscript,,Persian_MS_283,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_730_deco_1,manuscript_7233,,Persian_MS_730,,manuscript-composite,,Persian_MS_730,,bears an octagonal paper label with the title in nasta‘līq script.,binding,Spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_917_deco_1,manuscript_14621,,Persian_MS_917,,manuscript,,,,Gilt Indian binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_903_deco_1,manuscript_7415,,Persian_MS_903,,manuscript,,Persian_MS_903,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_926_deco_1,manuscript_7438,,Persian_MS_926,,manuscript,,Persian_MS_926,,Illluminated header on . 132110,headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_926_deco_2,manuscript_7438,,Persian_MS_926,,manuscript,,Persian_MS_926,,"Boards decorated with scalloped mandorla with detached quatrefoils and pendants blocked in gold, joined by a single crossed ruling lines in yellow in the centre, with board margins ruled with thick lines of the same with thin lines either side, bounded by a wide black border tooled with a quatrefoil scrollwork vine. The dies impressed on this volumes match others that formerly belonged to Samuel Guise (see 41, 300, and 301) who also lived in Surat at roughly the same time as Galley. Title written in Persian مثنوی ملا روم (Mas̱navī Mullā Rūm) on the fore-edge in black ink, with the same repeated on a label applied to the what was likely originally the front cover, together with the number ۲ (2).",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surat,place_7001592,,41; 300; 301,https://www.fihrist.org.uk/catalog/manuscript_6906 https://www.fihrist.org.uk/catalog/manuscript_6792 https://www.fihrist.org.uk/catalog/manuscript_6793
Persian_MS_932_deco_1,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,Illuminated double title page on folios 1b and 2a and headpieces on folio 7b and headings on folios 15a and 298a.,illumination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_2,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,165108 The Court of Sultan Mahmud of Ghazna.,illustration,7b,7b,7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_3,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,172108 Kayumars enthroned.,illustration,18b,18b,18b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_4,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"172108 Faridun and Zahhak's wiseman, Kundru, the minister of Zahak.",illustration,27b,27b,27b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_5,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,158108 Manuchihr enthroned.,illustration,42a,42a,42a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_6,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,165140 Rustam kills Zal's white elephant.,illustration,64a,64a,64a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_7,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,172108 Nauzar is captured in battle with Afrasiyab,illustration,70b,70b,70b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_8,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,165108 Rustam lifts Afrasiyab by the belt,illustration,78a,78a,78a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_9,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,235140 Rustam's seventh labour: he kills the White Div.,illustration,87b,87b,87b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_10,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,158152 Kay Kavus airborne in his flying machine.,illustration,96b,96b,96b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_11,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"202146 Upon learning the identity of the dying Suhrab, Rustam tears at his chest and cries tears of blood.",illustration,112b,112b,112b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_12,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,209146 The fire-ordeal of Siyavush.,illustration,122a,122a,122a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_13,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,260172 Kay Khusrau's army besieges Bahman's castle.,illustration,164b,164b,164b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_14,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"209146 Fariburz marries Farangis, the widow of Siyavush and mother of Kay Khusraw.",illustration,193b,193b,193b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_15,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,209146 Rustam pulls the Khaqan of Chin from his elephant by his lasso.,illustration,211a,211a,211a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_16,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,165146 The captive Bizhan is brought before Afrasiyab.,illustration,226a,226a,226a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_17,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,267158 Nastihan makes a night attack and is killed by Bizhan.,illustration,247b,247b,247b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_18,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,209140 Kay Khusrau wrestles Shida to the ground.,illustration,273a,273a,273a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_19,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,216114 The execution of Garsivaz and Afrasiyab by Kay Khusraw.,illustration,292a,292a,292a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_20,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,140108 The coronation of Luhrasp.,illustration,301b,301b,301b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_21,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,172127 Gushtasp kills a dragon in Rum.,illustration,308a,308a,308a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_22,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,254133 Bastur son of Zarir attacks the Turanians.,illustration,318a,318a,318a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_23,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,152133 Isfandiyar questions Gurgsar about the Brazen Fortress.,illustration,329b,329b,329b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_24,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,241114 Rustam shoots Isfandiyar in the eyes with a double-pointed arrow.,illustration,355a,355a,355a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_25,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,158127 Iskandar disguised before Dara.,illustration,371a,371a,371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_26,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,260127 Battle between the armies of Iskandar fire-breathing iron horsemen and the Indian army of Fur.,illustration,381b,381b,381b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_27,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,165108 Iskandar and his men kills a dragon among the rocks.,illustration,389b,389b,389b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_28,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,235140 Ardashir and Ardavan fight.,illustration,402b,402b,402b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_29,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,172114 Ardashir recognizes Shapur during a polo game.,illustration,408a,408a,408a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_30,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,165127 Bahram Gur fights two lions to win the throne.,illustration,433b,433b,433b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_31,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,267165 Bahram Gur captures the Khaqan of Chin.,illustration,449b,449b,449b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_32,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"178146 Bahram Gur entertains Shangul, King of Hind, and seven other monarchs.",illustration,460a,460a,460a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_33,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,158140 Anushirvan marches on Qalinius.,illustration,477b,477b,477b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_34,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,152108 Buzurjmihr predicts the contents of the locked chest.,illustration,510a,510a,510a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_35,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,228165 Hurmuzd watches a polo game.,illustration,525a,525a,525a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_36,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,158105 Ayin Gushasp's assassin is executed by Bahram Chubina.,illustration,539b,539b,539b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_37,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"216140 Bahram Chubina's night attack on the camp of Khusrau Parviz, after which he escapes.",illustration,561b,561b,561b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_38,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"172114 Gurdiya displays her horsemanship before Khusraw Parviz, whom is enthroned with Shirin.",illustration,574a,574a,574a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_39,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,158114 Shirin unveils herself before Shiruy and his courtiers.,illustration,591b,591b,591b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_40,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"Board exteriors blocked with Hawtrey's arms in the centres. Borders of thick-and-thin gold fillet lines with triple blind fillets on either side and gold rosettes at the corners, surround the board perimeters, spine panels, and doublures. Spine titled FIRDAUSI SHAH- NAMEH PERSICE >M. S. S. EX BIBLIOTHECA REGIS OUDE ANN: HEJRÆ.goldgoldFIRDAUSISHAH-NAMEHPERSICE>M. S. S.EX BIBLIOTHECAREGIS OUDEANN: HEJRÆ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_932_deco_41,manuscript_7445,,Persian_MS_932,,manuscript,,Persian_MS_932,,"Hawtrey's arms blocked in gold leaf in the centres of both boards feature an argent on a bend cotised sable with three lions passant gardant, crowned crested by a lion passant gardant, with his name surrounding the perimeter and single sextfoil blossom at bottom.gold an argent on a bend cotised sable with three lions passant gardant, crowned crested by a lion passant gardant 36.531",stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_729_deco_1,manuscript_7231,,Persian_MS_729,,manuscript,,Persian_MS_729,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_701_deco_1,manuscript_7205,,Persian_MS_701,,manuscript,,Persian_MS_701,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_715_deco_1,manuscript_7219,,Persian_MS_715,,manuscript,,Persian_MS_715,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_259_deco_1,manuscript_6745,,Persian_MS_259,,manuscript,,Persian_MS_259,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_265_deco_1,manuscript_6752,,Persian_MS_265,,manuscript,,Persian_MS_265,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_503_deco_1,manuscript_7000,,Persian_MS_503,,manuscript,,Persian_MS_503,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_16_deco_1,manuscript_6641,,Persian_MS_16,,manuscript,,Persian_MS_16,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_488_deco_1,manuscript_6983,,Persian_MS_488,,manuscript,,Persian_MS_488,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_339_deco_1,manuscript_6834,,Persian_MS_339,,manuscript,,Persian_MS_339,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_477_deco_1,manuscript_6971,,Persian_MS_477,,manuscript,,Persian_MS_477,,"Spine and board margins stained dark brown ~15mm in from the edges, with diagonal painted or ruled lines in the same dye, outlined with ruled double yellow lines on either side, along with single interior lines, all in yellow. Boards feature gold-blocked central scalloped mandorlas bearing floriate scrollwork designs, detached pendants with palmette arabesques, and intervening cartouches in the centres, with ten large diamonds on the inner margins, all repeatedly hand-tooled with central rosettes surrounded by repeatedly punched insular dots. The the latter also appears on the surrounding narrow marging Exterior margins. Small octagonal paper label bears the title in Persian. Compare with Persian MS 452.",binding,spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persian MS 452,https://www.fihrist.org.uk/catalog/manuscript_6950
Persian_MS_463_deco_1,manuscript_6960,,Persian_MS_463,,manuscript,,Persian_MS_463,,"Folio bears a hastily-executed scalloped domed headpiece with palmette foliate scrollwork on a gilt ground, with an empty gilt cartouche below, all surounded by a gold margin painted with a floriate vine with red and pink blossoms.",headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_463_deco_2,manuscript_6960,,Persian_MS_463,,manuscript,,Persian_MS_463,,"Aside from the opening page, ruled in gold outlined with thin black single internal and double external lines, and surrounded by comparatively thick vermilion single lines.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_463_deco_3,manuscript_6960,,Persian_MS_463,,manuscript,,Persian_MS_463,,The bears an octagonal paper label with the title handwritten in nata‘līq script.,binding,spine,Spine,Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_852_deco_1,manuscript_7362,,Persian_MS_852,,manuscript,,Persian_MS_852,,"Folio bears a scalloped domed headpiece with gilt palmette foliate scrollwork on an ultramarine ground and an uninscribed central cartouche, and four vertical radiating lines.",headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_852_deco_2,manuscript_7362,,Persian_MS_852,,manuscript,,Persian_MS_852,,"Folios ruled in gold outlined with thin black lines, and surrounded by another single line. The margins of folios onwards ruled with single lines of ultramarine blue.",marginal,1b and 2a; 2b,1b 2b,2a> 2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_852_deco_3,manuscript_7362,,Persian_MS_852,,manuscript,,Persian_MS_852,,Board exteriors decorated with red leather onlays blocked with blind central mandorals and detached pendants bearing floral designs. Board margins blind tooled with double fillet lines. Fore-edge and envelope flap bear a blind-stamped floral cartouche and a single pendant respectively. Also blind tooled with double and sinlge fillet lines. Paper labels on the and bear the title in Persian.,binding,right board exterior; spine,Upper_cover Spine,Upper_cover Spine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_846_deco_1,manuscript_7355,,Persian_MS_846,,manuscript,,Persian_MS_846,,"Extensive paper onlays, central mandorla, and cartouches, all blocked in gold.",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_649_deco_1,manuscript_7151,,Persian_MS_649,,manuscript,,Persian_MS_649,Probably decorated by the same Delhi workshop as Persian MS 650.,Folio bears a lavishly illuminated half title page bearig floral scrollwork in gold ink outlined in thin black. The central panel bears an English description probably in the hand of : Written by Rájá Lál,unwan,1a,1a,1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_649_deco_2,manuscript_7151,,Persian_MS_649,,manuscript,,Persian_MS_649,Probably decorated by the same Delhi workshop as Persian MS 650.,"Folio bears a scalloped domed headpiece with gilt floral scrollwork above another domed headpiece with an ultramarine ground, surmounted by vertical flowers, above a rectangluar cartouche containing the basmala, with vertical rectangles containing floral scrollwork on either side.",headpiece,1b,1b,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_649_deco_3,manuscript_7151,,Persian_MS_649,,manuscript,,Persian_MS_649,Probably decorated by the same Delhi workshop as Persian MS 650.,All lines infilled with painted gold ink and outlined with cloud bands in thin black.,lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_649_deco_4,manuscript_7151,,Persian_MS_649,,manuscript,,Persian_MS_649,Probably decorated by the same Delhi workshop as Persian MS 650.,"Text margins ruled in single lines of copper verdigris surrounded by single gold internal and external lines, the latter outlined withe thin single interior and double exterior black lines, surrounded by thin single red and blue lines.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_649_deco_5,manuscript_7151,,Persian_MS_649,,manuscript,,Persian_MS_649,,"Boards decorated with stamped central scalloped mandorlas infilled with painted relief gold palmette scrollwork, with attached pendants bearing sextfoils in relief above and below. Decoration connected by single ruled vertical lines in gold, with perpendicular flourishes, which also surmount the pendants. Interior margins ruled with double lines in gold, and the exterior margins tinted bown, also outlined in double gold lines on both sides, and further embellished with a decorative roll featuring a floral scrollwork design executed in gold leaf, tooled in the European manner, which also appears on the spine.",binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_885_deco_1,manuscript_7397,,Persian_MS_885,,manuscript,,Persian_MS_885,,"Folios and the second work both bear similar scalloped domed headpieces with gilt palmette foliate scrollwork on ultramarine grounds and central cartouches with floral scrollwork, surmounted by vertical radiating lines. : 5363 5565",headpiece,1b; 1b,1b 1b,1b 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_885_deco_2,manuscript_7397,,Persian_MS_885,,manuscript,,Persian_MS_885,,"Text margins ruled in gold outlined with thin black single internal and double external lines, and surrounded by single blue lines. Vertical column dividers and horizontal breaks ruled with comparatively narrow gold lines outlined with thin single black lines.",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
