metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
Uk_Add_7801_deco_8,manuscript_3161,,Uk_Add_7801,,manuscript,,Uk_Add_7801,,f. 48r The blazing Hurmuz defended by Portuguese.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 48r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=add_ms_7801_f048r
Uk_Add_7801_deco_9,manuscript_3161,,Uk_Add_7801,,manuscript,,Uk_Add_7801,,f. 49r Imām Ḳulī Khān in a boat.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 49r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=add_ms_7801_f049r
Uk_Add_7801_deco_10,manuscript_3161,,Uk_Add_7801,,manuscript,,Uk_Add_7801,,f. 58r Imām Ḳulī Khān meeting a Portuguese deputation (damaged).,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 58r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=add_ms_7801_f058r
Uk_Add_7801_deco_11,manuscript_3161,,Uk_Add_7801,,manuscript,,Uk_Add_7801,,f. 60v The survivors mourning the members of their family who were executed (1633).,miniature,,,,1633,,,,,Gregorian,,,,,,,,,,,,,,,,,,,,,,f. 60v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=add_ms_7801_f060v
Uk_Add_7801_deco_12,manuscript_3161,,Uk_Add_7801,,manuscript,,Uk_Add_7801,,f. 61v Imām Ḳulī Khān taking leave of his sons before they were executed.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 61v,http://www.bl.uk/manuscripts/Viewer.aspx?ref=add_ms_7801_f061v
Uk_Add_7801_deco_13,manuscript_3161,,Uk_Add_7801,,manuscript,,Uk_Add_7801,,"f. 62r Imām Ḳulī Khān's death mourned by his family. (Inscription ""azīz-i mīr"" over his favourite wife.)",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 62r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=add_ms_7801_f062r
Uk_RSPA_84_deco_1,manuscript_32473,,Uk_RSPA_84,,manuscript,,Uk_RSPA_84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4590_deco_1,manuscript_3294,,Uk_IO_Islamic_4590,,manuscript,,Uk_IO_Islamic_4590,,"European paper, water-marked",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4590_deco_2,manuscript_3294,,Uk_IO_Islamic_4590,,manuscript,,Uk_IO_Islamic_4590,,Ruled margins; marginal glosses,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.69_deco_1,manuscript_3448,,Uk_IO_Islamic_4720.69,,manuscript,,Uk_IO_Islamic_4720.69,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.41_deco_1,manuscript_3418,,Uk_IO_Islamic_4720.41,,manuscript,,Uk_IO_Islamic_4720.41,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.55_deco_1,manuscript_3433,,Uk_IO_Islamic_4720.55,,manuscript,,Uk_IO_Islamic_4720.55,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.43_deco_1,manuscript_3420,,Uk_IO_Islamic_4720.43,,manuscript,,Uk_IO_Islamic_4720.43,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15958_deco_1,manuscript_18380,,Uk_Or_15958,,manuscript,,Uk_Or_15958,"Fine illuminated heading, interlinear gilding and margin decoration, 1v-2r.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.57_deco_1,manuscript_3435,,Uk_IO_Islamic_4720.57,,manuscript,,Uk_IO_Islamic_4720.57,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_92_deco_1,manuscript_32481,,Uk_RSPA_92,,manuscript,,Uk_RSPA_92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4592_deco_1,manuscript_3295,,Uk_IO_Islamic_4592,,manuscript,,Uk_IO_Islamic_4592,,Poor paper,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4592_deco_2,manuscript_3295,,Uk_IO_Islamic_4592,,manuscript,,Uk_IO_Islamic_4592,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_86_deco_1,manuscript_32475,,Uk_RSPA_86,,manuscript,,Uk_RSPA_86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15964_deco_1,manuscript_18385,,Uk_Or_15964,,manuscript,,Uk_Or_15964,"Multiple text frames: black, gold, yellow, red, green and black. Gold and polychrome floral motifs and designs of Central Asian type on most folios. Illuminated text openings on f. 1v-2r and 11v-12r. Illuminated poetical dā’ira, f. 9v. Headings and quotations, which are vocalised, in red. Text frames and columns in black and gold. Illuminated title headings, of fair quality, in gold and red with polychrome floral ornament. The manuscript contains three contemporary miniature paintings, illustrating passages from Ṭarab al-majālis, on folios 30v, 32v, and 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_79_deco_1,manuscript_32556,,Uk_RSPA_79,,manuscript,,Uk_RSPA_79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_11525_deco_1,manuscript_5349,,Uk_Or_11525,,manuscript,,Uk_Or_11525,,A calligraphic manuscript written in two columns diagonally on folios with floral decorations in the corners,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15743_deco_1,manuscript_18369,,Uk_Or_15743,,manuscript,,Uk_Or_15743,"Arabic quotations, overlining, and old pagination in red ink: 182 pages.",,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_4505_deco_1,manuscript_5165,,Uk_Or_4505,,manuscript,,Uk_Or_4505,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_51_deco_1,manuscript_32525,,Uk_RSPA_51,,manuscript,,Uk_RSPA_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_45_deco_1,manuscript_32519,,Uk_RSPA_45,,manuscript,,Uk_RSPA_45,,There is an ornamental headpiece on f1v that is almost completely effaced.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_45_deco_2,manuscript_32519,,Uk_RSPA_45,,manuscript,,Uk_RSPA_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_13859_deco_1,manuscript_5606,,Uk_Or_13859,,manuscript,,Uk_Or_13859,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15582_deco_1,manuscript_18343,,Uk_Or_15582,,manuscript,,Uk_Or_15582,"Rubrics, Arabic phrases, original marginalia, overlinings, verse markers in red. Illuminated heading of mediocre quality, f.4v. Text frames: black, yellow, black, black, blue.",,unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4784_deco_1,manuscript_3504,,Uk_IO_Islamic_4784,,manuscript,,Uk_IO_Islamic_4784,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_77-star_deco_1,manuscript_3258,,Uk_Delhi_Persian_77-star,,manuscript,,Uk_Delhi_Persian_77-star,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4790_deco_1,manuscript_3510,,Uk_IO_Islamic_4790,,manuscript,,Uk_IO_Islamic_4790,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3772_deco_1,manuscript_17901,,Uk_IO_Islamic_3772,,manuscript,,Uk_IO_Islamic_3772,,Illuminated polychrome headpiece ().,headpiece,f. 1v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3772_deco_2,manuscript_17901,,Uk_IO_Islamic_3772,,manuscript,,Uk_IO_Islamic_3772,,Ruled gold and polychrome margins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3772_deco_3,manuscript_17901,,Uk_IO_Islamic_3772,,manuscript,,Uk_IO_Islamic_3772,,Late 19th or early 20th century half-leather European binding with marbled boards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_11041_deco_1,manuscript_5282,,Uk_Or_11041,,manuscript,,Uk_Or_11041,,Miniatures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_14139_deco_1,manuscript_5644,,Uk_Or_14139,,manuscript,,Uk_Or_14139,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_2B_deco_1,manuscript_3211,,Uk_Delhi_Persian_2B,,manuscript,,Uk_Delhi_Persian_2B,,Ruled red and black borders,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_2B_deco_2,manuscript_3211,,Uk_Delhi_Persian_2B,,manuscript,,Uk_Delhi_Persian_2B,,Marginal comments,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4747_deco_1,manuscript_3465,,Uk_IO_Islamic_4747,,manuscript,,Uk_IO_Islamic_4747,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_30_deco_1,manuscript_3212,,Uk_Delhi_Persian_30,,manuscript,,Uk_Delhi_Persian_30,,,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_24_deco_1,manuscript_3206,,Uk_Delhi_Persian_24,,manuscript,,Uk_Delhi_Persian_24,,headings and passages from the Manhaj in red,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_24_deco_2,manuscript_3206,,Uk_Delhi_Persian_24,,manuscript,,Uk_Delhi_Persian_24,,crude ornamentation on and,illustration,ff 1Cv; 6r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4753_deco_1,manuscript_3471,,Uk_IO_Islamic_4753,,manuscript,,Uk_IO_Islamic_4753,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.8_deco_1,manuscript_3451,,Uk_IO_Islamic_4720.8,,manuscript,,Uk_IO_Islamic_4720.8,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4800_deco_1,manuscript_3520,,Uk_IO_Islamic_4800,,manuscript-composite,,Uk_IO_Islamic_4800,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4828_deco_1,manuscript_3572,,Uk_IO_Islamic_4828,,manuscript,,Uk_IO_Islamic_4828,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_139_deco_1,manuscript_3193,,Uk_Delhi_Persian_139,,manuscript,,Uk_Delhi_Persian_139,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_139_deco_2,manuscript_3193,,Uk_Delhi_Persian_139,,manuscript,,Uk_Delhi_Persian_139,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_139_deco_3,manuscript_3193,,Uk_Delhi_Persian_139,,manuscript,,Uk_Delhi_Persian_139,,,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_84B_deco_1,manuscript_3263,,Uk_Delhi_Persian_84B,,manuscript,,Uk_Delhi_Persian_84B,,,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1_deco_1,manuscript_3166,,Uk_Delhi_Persian_1,,manuscript,,Uk_Delhi_Persian_1,,Headings of majālis and sub-divisions in red,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1_deco_2,manuscript_3166,,Uk_Delhi_Persian_1,,manuscript,,Uk_Delhi_Persian_1,,Rubrications and overlinings,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1_deco_3,manuscript_3166,,Uk_Delhi_Persian_1,,manuscript,,Uk_Delhi_Persian_1,,Marginal corrections and indications of subject-matters,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_313_deco_1,manuscript_32750,,Uk_Delhi_Persian_313,,manuscript,,Uk_Delhi_Persian_313,,Only one board is preserved of an original three-quarter leather binding with marbled board; paper pastedown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_307_deco_1,manuscript_32754,,Uk_Delhi_Persian_307,,manuscript-composite,,Uk_Delhi_Persian_307,,19th century three-quarter leather detached binding with grey marbled boards; paper pastedowns.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_14299_deco_1,manuscript_5666,,Uk_Or_14299,,manuscript,,Uk_Or_14299,,Map,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1547_deco_1,manuscript_32353,,Uk_Delhi_Persian_1547,,manuscript,,Uk_Delhi_Persian_1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15408_deco_1,manuscript_5787,,Uk_Or_15408,,manuscript,,Uk_Or_15408,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4626_deco_1,manuscript_3322,,Uk_IO_Islamic_4626,,manuscript,,Uk_IO_Islamic_4626,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4626_deco_2,manuscript_3322,,Uk_IO_Islamic_4626,,manuscript,,Uk_IO_Islamic_4626,,,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_1209_deco_1,manuscript_32305,,Uk_Delhi_Persian_1209,,manuscript,,Uk_Delhi_Persian_1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_138_deco_1,manuscript_3192,,Uk_Delhi_Persian_138,,manuscript,,Uk_Delhi_Persian_138,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_138_deco_2,manuscript_3192,,Uk_Delhi_Persian_138,,manuscript,,Uk_Delhi_Persian_138,,Passages of the original text overlined,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_138_deco_3,manuscript_3192,,Uk_Delhi_Persian_138,,manuscript,,Uk_Delhi_Persian_138,,Scatered marginal comments,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4829_deco_1,manuscript_3573,,Uk_IO_Islamic_4829,,manuscript,,Uk_IO_Islamic_4829,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4801_deco_1,manuscript_3521,,Uk_IO_Islamic_4801,,manuscript,,Uk_IO_Islamic_4801,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.9_deco_1,manuscript_3452,,Uk_IO_Islamic_4720.9,,manuscript,,Uk_IO_Islamic_4720.9,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_25_deco_1,manuscript_3207,,Uk_Delhi_Persian_25,,manuscript,,Uk_Delhi_Persian_25,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4752_deco_1,manuscript_3470,,Uk_IO_Islamic_4752,,manuscript,,Uk_IO_Islamic_4752,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4746_deco_1,manuscript_3464,,Uk_IO_Islamic_4746,,manuscript,,Uk_IO_Islamic_4746,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_31_deco_1,manuscript_3213,,Uk_Delhi_Persian_31,,manuscript,,Uk_Delhi_Persian_31,,,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_2479_deco_1,manuscript_3533,,Uk_IO_Islamic_2479,,manuscript,,Uk_IO_Islamic_2479,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_19_deco_1,manuscript_3200,,Uk_Delhi_Persian_19,,manuscript,,Uk_Delhi_Persian_19,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4791_deco_1,manuscript_3511,,Uk_IO_Islamic_4791,,manuscript,,Uk_IO_Islamic_4791,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4785_deco_1,manuscript_3505,,Uk_IO_Islamic_4785,,manuscript,,Uk_IO_Islamic_4785,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15583_deco_1,manuscript_18344,,Uk_Or_15583,,manuscript,,Uk_Or_15583,Headings in red.,,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_716_deco_1,manuscript_3257,,Uk_Delhi_Persian_716,,manuscript,,Uk_Delhi_Persian_716,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Delhi_Persian_716_deco_2,manuscript_3257,,Uk_Delhi_Persian_716,,manuscript,,Uk_Delhi_Persian_716,,Noumerous marginal notes,marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15597_deco_1,manuscript_5792,,Uk_Or_15597,,manuscript,,Uk_Or_15597,"Text in cloudbands with interlinear gilding throughout. Text frames: black, blue, red, black, gold, black, blue; black, gold, black.",,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_14689_deco_1,manuscript_5706,,Uk_Or_14689,,manuscript,,Uk_Or_14689,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3968_deco_1,manuscript_18008,,Uk_IO_Islamic_3968,,manuscript,,Uk_IO_Islamic_3968,Title page with printed ornamentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_44_deco_1,manuscript_32518,,Uk_RSPA_44,,manuscript,,Uk_RSPA_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_14306_deco_1,manuscript_5667,,Uk_Or_14306,,manuscript,,Uk_Or_14306,,Illustrated,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_4504_deco_1,manuscript_5164,,Uk_Or_4504,,manuscript,,Uk_Or_4504,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_50_deco_1,manuscript_32524,,Uk_RSPA_50,,manuscript,,Uk_RSPA_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_78_deco_1,manuscript_32555,,Uk_RSPA_78,,manuscript,,Uk_RSPA_78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4578_deco_1,manuscript_3288,,Uk_IO_Islamic_4578,,manuscript,,Uk_IO_Islamic_4578,,"Splendid ʻunwāns on , , , , , , , , , decorated with gilt flower-patterns",other,foil. 1b; 30b; 39b; 105b; 155b; 167b; 180b; 200b; 218b; 258b; foll. 1b-2a,1b,2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4578_deco_2,manuscript_3288,,Uk_IO_Islamic_4578,,manuscript,,Uk_IO_Islamic_4578,,Rubrications,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4578_deco_3,manuscript_3288,,Uk_IO_Islamic_4578,,manuscript,,Uk_IO_Islamic_4578,,"Margins ruled in gilt and blue, headings in gilt, blue, red, and puce",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4578_deco_4,manuscript_3288,,Uk_IO_Islamic_4578,,manuscript,,Uk_IO_Islamic_4578,,Fine medallion on,other,fol. 1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_87_deco_1,manuscript_32476,,Uk_RSPA_87,,manuscript,,Uk_RSPA_87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4593_deco_1,manuscript_3296,,Uk_IO_Islamic_4593,,manuscript,,Uk_IO_Islamic_4593,,Poor paper,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4593_deco_2,manuscript_3296,,Uk_IO_Islamic_4593,,manuscript,,Uk_IO_Islamic_4593,,Red over linings,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_93_deco_1,manuscript_32482,,Uk_RSPA_93,,manuscript,,Uk_RSPA_93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4587_deco_1,manuscript_3292,,Uk_IO_Islamic_4587,,manuscript,,Uk_IO_Islamic_4587,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.56_deco_1,manuscript_3434,,Uk_IO_Islamic_4720.56,,manuscript,,Uk_IO_Islamic_4720.56,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15959_deco_1,manuscript_18381,,Uk_Or_15959,,manuscript,,Uk_Or_15959,"Fine illuminated headings, with ornate margin illumination on facing pages, on f. 1v, 20v, 61v, 161v, 223v; smaller illuminated headings on f. 123v, 129r, 146v (outer panel), 149v (outer panel), 156v, 251v, 261v, 266v, 281v, 291r, 297r, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15959_deco_2,manuscript_18381,,Uk_Or_15959,,manuscript,,Uk_Or_15959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.42_deco_1,manuscript_3419,,Uk_IO_Islamic_4720.42,,manuscript,,Uk_IO_Islamic_4720.42,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4720.67_deco_1,manuscript_3446,,Uk_IO_Islamic_4720.67,,manuscript,,Uk_IO_Islamic_4720.67,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_75_deco_1,manuscript_32552,,Uk_RSPA_75,,manuscript,,Uk_RSPA_75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4561_deco_1,manuscript_3282,,Uk_IO_Islamic_4561,,manuscript,,Uk_IO_Islamic_4561,,Exquisite ʻunwān on,other,fol. 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4561_deco_2,manuscript_3282,,Uk_IO_Islamic_4561,,manuscript,,Uk_IO_Islamic_4561,,"Rubrications, ruled borders",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_4561_deco_3,manuscript_3282,,Uk_IO_Islamic_4561,,manuscript,,Uk_IO_Islamic_4561,,Fine medallion on,other,fol. 1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_14323_deco_1,manuscript_5670,,Uk_Or_14323,,manuscript,,Uk_Or_14323,,,illustration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_61_deco_1,manuscript_32536,,Uk_RSPA_61,,manuscript,,Uk_RSPA_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_Or_15983_deco_1,manuscript_18388,,Uk_Or_15983,,manuscript,,Uk_Or_15983,Main text and catchwords in red. Diagonal misṭar lines visible in the margins throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_49_deco_1,manuscript_32522,,Uk_RSPA_49,,manuscript,,Uk_RSPA_49,,Two ornamental headpieces in deep blue and gold on f1v and f85v.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_49_deco_2,manuscript_32522,,Uk_RSPA_49,,manuscript,,Uk_RSPA_49,,Two miniatures on f61v and f134v.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_RSPA_49_deco_3,manuscript_32522,,Uk_RSPA_49,,manuscript,,Uk_RSPA_49,,,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3540_deco_1,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,"Polychrome text/column frames, with illuminated section headings and a double opening (ff. 2v-3r), an illuminated headpiece (f.15v), and 57 paintings including a double frontispiece (ff. 1v-2r), finispiece (ff. 568v-569r) and mid-text enthronement of Lohrasp (ff. 307v-308r). Single page illustrations are paired on facing pages with text arranged diagonally and/or on a gold ground with polychrome illumination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uk_IO_Islamic_3540_deco_2,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,ff. 1v-2r Double-page portraits within illuminated border of Salomon and Bilqis the Queen of Sheba. Each half 295175.,miniature,,1v,2r,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff. 1v-2r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f001v
Uk_IO_Islamic_3540_deco_3,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,"f. 10r Bath scene, illustrating the story in the preface of how Firdawsi scornfully gave away to a bath house attendant half the paltry reward Sultan Mahmud gave him for writing the Shahnama. 325215.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 10r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f010r
Uk_IO_Islamic_3540_deco_4,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 17r Gayumars and his court. 270215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 17r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f017r
Uk_IO_Islamic_3540_deco_5,manuscript_3561,,Uk_IO_Islamic_3540,,manuscript,,Uk_IO_Islamic_3540,,f. 25r Faridun strikes down Zahhak in the palace in the presence of Jamshid's sisters. 320215.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f. 25r,http://www.bl.uk/manuscripts/Viewer.aspx?ref=io_islamic_3540_f025r
