metadata: history UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: history,overview: type,dates: when,dates: not before,dates: not after,dates: from,dates: to,dates: certainty,dates: calendar,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: annotator name(s),people: annotator ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: binder name(s),people: binder ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: bookseller name(s),people: bookseller ID(s),people: other name(s),people: other ID(s),former owners (person): standard name(s),former owners (person): birth,former owners (person): death,former owners (person): floruit not before,former owners (person): floruit not after,former owners (person): occupation,former owners (person): sex,former owners (person): nationality,former owners (person): lang knowledge,former owners (person): residence,former owners (person): affiliation,orgs: former owner name(s),orgs: former owner ID(s),orgs: patron name(s),orgs: patron ID(s),orgs: donor name(s),orgs: donor ID(s),orgs: other name(s),orgs: other ID(s),former owners (org): standard name(s),former owners (org): affiliation,former owners (org): latitude,former owners (org): longitude,former owners (org): settlement,former owners (org): country,places: name(s),places: ID(s),places: standard name(s),places: longitude,places: latitude,places: region,places: country
Persian_MS_996_hist_3,manuscript_26596,,Persian_MS_996,,manuscript,,Persian_MS_996,"Bequeathed by J. A. Boyle to the University of Manchester, Feb. 1990.",,,,,,,,,,,,,,,,,,,,,,,J. A. Boyle,person_27128594,J. A. Boyle,person_27128594,,,,,,,,,,,,,,,,,,,,,,University of Manchester,,,,,,,,,,,,,,
Persian_MS_982_hist_1,manuscript_26582,,Persian_MS_982,,manuscript,,Persian_MS_982,"Subsequently acquired by Manchester merchant and scholar Samuel Robinson (1794–1884) of Wilmslow, the author of Persian Poetry for English Readers (1883), who donated it to Owens College (the original institution that evolved into the of The University of Manchester today).",,,,,,,,,,,,,,,,,,,,,,,Samuel Robinson (1794–1884),person_62917704,,,,,,,,,,,,,,,,,,,,,,,,Owens College,person_134928143,,,,,,,Manchester; Wilmslow,place_7010477 place_1031142,,,,,
Persian_MS_982_hist_2,manuscript_26582,,Persian_MS_982,,manuscript,,Persian_MS_982,Transferred to the John Rylands Library in 1972 after it merged with the University of Manchester.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_1015_hist_1,manuscript_26534,,Persian_MS_1015,,manuscript,,Persian_MS_1015,"Evidently acquired in India by Jean Baptiste Joseph Gentil (1726-1799) as per his signature on 1a, inscriptions on the endpapers, and seal impressions.",,,,,,,,,,,,,,,,,,,,,,,Jean Baptiste Joseph Gentil (1726-1799),person_122375965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_1015_hist_2,manuscript_26534,,Persian_MS_1015,,manuscript,,Persian_MS_1015,"While the circumstances under which these volumes arrived in Britain remain unclear, Chetham's Library, Manchester subsequently acquired the set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester,place_7010477,,,,,
Persian_MS_1015_hist_3,manuscript_26534,,Persian_MS_1015,,manuscript,,Persian_MS_1015,"Purchased in 1981 by the John Rylands Library, together with other oriental manuscripts for £2000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_772_hist_1,manuscript_7277,,Persian_MS_772,,manuscript,,Persian_MS_772,"Subsequently acquired by Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867, latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts, from which the British Museum selected 352, now held in the British Library.",,,,,,,,,,,,,,,,,,,,,,,Colonel George William Hamilton (1807-1868),person_f830,,,,,,,,,,,,,,,,,,,,,,,,British Museum; British Library,,,,,,,,India; Delhi,place_7000208 place_7001535,,,,,
Persian_MS_772_hist_2,manuscript_7277,,Persian_MS_772,,manuscript,,Persian_MS_772,"Alexander Lindsay, 25th Earl of Crawford (1812–1880) purchased the remainder of Hamilton's collection in 1868.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_772_hist_3,manuscript_7277,,Persian_MS_772,,manuscript,,Persian_MS_772,"Alexander Lindsay, 25th Earl of Crawford (1812–1880) purchased the remainder of Hamilton's collection in 1868.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_772_hist_4,manuscript_7277,,Persian_MS_772,,manuscript,,Persian_MS_772,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_772_hist_5,manuscript_7277,,Persian_MS_772,,manuscript,,Persian_MS_772,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_766_hist_1,manuscript_7271,,Persian_MS_766,,manuscript,,Persian_MS_766,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",person_f830 person_97751058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_766_hist_2,manuscript_7271,,Persian_MS_766,,manuscript,,Persian_MS_766,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford",person_9985420,Enriqueta Rylands,person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_1001_hist_1,manuscript_26520,,Persian_MS_1001,,manuscript,,Persian_MS_1001,"Subsequently obtained, possibly in Lucknow, in 1794 by Bengal Army officer, orientalist, and travel writer William Francklin (1763–1839), who spent over four decades serving in India. An early member of the Royal Asiatic Society of Great Britain and Ireland, he would ultimately serve as its librarian sometime after his return to England until his death.",,,,,,,,,,,,,,,,,,,,,,,William Francklin (1763–1839),person_33079573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_1001_hist_2,manuscript_26520,,Persian_MS_1001,,manuscript,,Persian_MS_1001,"Evidently purchased, possibly from Francklin, by Chetham Library, Manchester in circa 1800.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester,place_7010477,,,,,
Persian_MS_1001_hist_3,manuscript_26520,,Persian_MS_1001,,manuscript,,Persian_MS_1001,"Purchased from Chetham Library by the John Rylands Library, together with other oriental manuscripts for £2000 in 1981.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_955_hist_1,manuscript_26555,,Persian_MS_955,,manuscript,,Persian_MS_955,"While the obliterated inscriptions await further analysis, one Muḥammad Naṣīr ibn Hidāyat Allāh previously purchases the volume as per his notation and seal impression on 1a.",,,,,,,,,,,,,,,,,,,,,,,Muḥammad Naṣīr ibn Hidāyat Allāh,person_f8331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_955_hist_2,manuscript_26555,,Persian_MS_955,,manuscript,,Persian_MS_955,"While the exact circumstances under which this volume arrived in Britain remain unclear, Alexander Lindsay, 25th Earl of Crawford (1812–1880) acquired it from an unidentified source, then moved to Bibliotheca Lindesiana at Haigh Hall, Wigan. The renumbered class marks 106 and 106 probably reflects that he acquired this volume before 1866, then renumbered it after acquiring the Bland and Hamilton collections.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,,,,,,,,,,,,,,,,,,,,,,Bibliotheca Lindesiana,person_295427552,,,,,,,Wigan,place_7010384,,,,,
Persian_MS_955_hist_3,manuscript_26555,,Persian_MS_955,,manuscript,,Persian_MS_955,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_955_hist_4,manuscript_26555,,Persian_MS_955,,manuscript,,Persian_MS_955,"Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library, Manchester.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester,place_7010477,,,,,
Persian_MS_941_hist_1,manuscript_7455,,Persian_MS_941,,manuscript,,Persian_MS_941,"While the circumstances under which this volume arrived in Britain remain unclear, Alexander Lindsay, 25th Earl of Crawford (1812–1880) acquired it from an unidentified soure for his Bibliotheca Lindesiana at Haigh Hall, Wigan.",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,,,,,,,,,,,,,,,,,,,,,,Bibliotheca Lindesiana,person_295427552,,,,,,,Britain; Wigan,place_7008653 place_7010384,,,,,
Persian_MS_941_hist_2,manuscript_7455,,Persian_MS_941,,manuscript,,Persian_MS_941,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_941_hist_3,manuscript_7455,,Persian_MS_941,,manuscript,,Persian_MS_941,"Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library, Manchester.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,Manchester,place_7010477,,,,,
Persian_MS_799_hist_1,manuscript_7305,,Persian_MS_799,,manuscript,,Persian_MS_799,"Sold in Oct. 1863 by London bookseller Bernard Quaritch (1819–1899) to Alexander Lindsay, 25th Earl of Crawford (1812–1880) for £8, 8 shillings (see catalogue, no. 5921).",,,,,,,,,,,,,,,,,,,,,,,"Alexander Lindsay, 25th Earl of Crawford (1812–1880)",person_97751058,,,Bernard Quaritch (1819–1899),person_5679225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_799_hist_2,manuscript_7305,,Persian_MS_799,,manuscript,,Persian_MS_799,"Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).",,,,,,,,,,,,,,,,,,,,,,,"James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",person_9985420,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_799_hist_3,manuscript_7305,,Persian_MS_799,,manuscript,,Persian_MS_799,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enriqueta Rylands (1843–1908),person_f6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_969_hist_1,manuscript_26569,,Persian_MS_969,,manuscript,,Persian_MS_969,Subsequently owned by one Ḥusn‘alī as per his seal impression on folio 1b.,,,,,,,,,,,,,,,,,,,,,,,Ḥusn‘alī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persian_MS_969_hist_2,manuscript_26569,,Persian_MS_969,,manuscript,,Persian_MS_969,"A catalogue pasted entry upon right pastedown, excerpted from the 1902 catalogue of the London antiquarian firm of Bernard Quaritch (firm) indicates an unidentified individual probably purchased it for £4 4 shillings. Although Rafiee-Rad implies that Samuel Robinson of Wilmslow formerly owned this manuscript, no external nor internal evidence indicates this.",,,,,,,,,,,,,,,,,,,,,,,,,,,Bernard Quaritch (firm),person_141331450,,,,,,,,,,,,,,,,,,,,,,,,,,,,London,place_7011781,,,,,
Persian_MS_969_hist_3,manuscript_26569,,Persian_MS_969,,manuscript,,Persian_MS_969,Probably acquired by the University of Manchester Library then transferred to the John Rylands Library after the two institutions merged in 1972.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Rylands Library,,,,,,,,,,,,,,
ms26o_hist_1,manuscript_8929,,ms26o,,manuscript,,ms26o,"Shiraz, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms26o_hist_2,manuscript_8929,,ms26o,,manuscript,,ms26o,General Tweedie,,,,,,,,,,,,,,,,,,,,,,,General Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms30o_hist_1,manuscript_8933,,ms30o,,manuscript,,ms30o,General Tweedie,,,,,,,,,,,,,,,,,,,,,,,General Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms7o_hist_1,manuscript_8964,,ms7o,,manuscript,,ms7o,Donated by William Tweedie,,,,,,,,,,,,,,,,,,,,,,,William Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms10o_hist_1,manuscript_8910,,ms10o,,manuscript,,ms10o,Donated by William Tweedie,,,,,,,,,,,,,,,,,,,,,,,William Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms6o_hist_1,manuscript_8955,,ms6o,,manuscript,,ms6o,Presnted to general Tweedie in A.H. 1304/ 1886-1887,,,,,,,,,,,,,,,,,,,,,,,general Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms16o_hist_1,manuscript_8916,,ms16o,,manuscript,,ms16o,Probably North Africa or Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms20o_hist_1,manuscript_8921,,ms20o,,manuscript,,ms20o,"William Tweedie, 1883",,,,,,,,,,,,,,,,,,,,,,,William Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms1o_hist_1,manuscript_8909,,ms1o,,manuscript,,ms1o,From Professor Kay's library,,,,,,,,,,,,,,,,,,,,,,,Professor Kay,person_f6820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms17o_hist_1,manuscript_8917,,ms17o,,manuscript,,ms17o,Tweedie Collection,,,,,,,,,,,,,,,,,,,,,,,Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms14o_hist_1,manuscript_8914,,ms14o,,manuscript,,ms14o,Mrs Lewis and Mrs Gibson,,,,,,,,,,,,,,,,,,,,,,,Mrs Lewis; Mrs Gibson,person_f2272 person_f6774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms18o_hist_1,manuscript_8918,,ms18o,,manuscript,,ms18o,Khalil Mardam Bey,,,,,,,,,,,,,,,,,,,,,,,Khalil Mardam Bey,person_76430365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms23o_hist_1,manuscript_8926,,ms23o,,manuscript,,ms23o,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms23o_hist_2,manuscript_8926,,ms23o,,manuscript,,ms23o,General Tweedie,,,,,,,,,,,,,,,,,,,,,,,General Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms19o_hist_1,manuscript_8919,,ms19o,,manuscript,,ms19o,Written for Sultan Abu Said Shuja ad-Din Bahadur Khan. Later in library of Sultan Tipu in Mysore,,,,,,,,,,,,,,,,,,,,,,,Sultan Abu Said Shuja ad-Din Bahadur Khan; Sultan Tipu,person_f6851 person_7368495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mysore,place_123147969,,,,,
ms19o_hist_2,manuscript_8919,,ms19o,,manuscript,,ms19o,"Wilkins, East India Company, 1806",,,,,,,,,,,,,,,,,,,,,,,Wilkins,person_f6856,,,,,East India Company,person_239176400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms22bo_hist_1,manuscript_8925,,ms22bo,,manuscript,,ms22bo,Isfahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms15o_hist_1,manuscript_8915,,ms15o,,manuscript,,ms15o,"Miss I.M. Hayward, 1950",,,,,,,,,,,,,,,,,,,,,,,Miss I.M. Hayward,person_f6768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms5o_hist_1,manuscript_8952,,ms5o,,manuscript,,ms5o,W. Tweedie,,,,,,,,,,,,,,,,,,,,,,,W. Tweedie,person_f1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms9o_hist_1,manuscript_8966,,ms9o,,manuscript,,ms9o,"Mrs Imrie, 1953",,,,,,,,,,,,,,,,,,,,,,,Mrs Imrie,person_f6775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms29o_hist_1,manuscript_8931,,ms29o,,manuscript,,ms29o,Robert Dundas,,,,,,,,,,,,,,,,,,,,,,,Robert Dundas,person_f6831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 16_hist_1,manuscript_12029,,King's Pote 16,,manuscript,,Kings_16,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 16_hist_2,manuscript_12029,,King's Pote 16,,manuscript,,Kings_16,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 110_hist_1,manuscript_11968,,King's Pote 110,,manuscript,,Kings_110,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 110_hist_2,manuscript_11968,,King's Pote 110,,manuscript,,Kings_110,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 104_hist_1,manuscript_11960,,King's Pote 104,,manuscript,,Kings_104,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 104_hist_2,manuscript_11960,,King's Pote 104,,manuscript,,Kings_104,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 192(1)_hist_1,manuscript_12071,,King's Pote 192(1),,manuscript,,Kings_192_1,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 192(1)_hist_2,manuscript_12071,,King's Pote 192(1),,manuscript,,Kings_192_1,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 248(2)_hist_1,manuscript_12136,,King's Pote 248(2),,manuscript,,Kings_248_2,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 248(2)_hist_2,manuscript_12136,,King's Pote 248(2),,manuscript,,Kings_248_2,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 248(3)_hist_1,manuscript_12137,,King's Pote 248(3),,manuscript,,Kings_248_3,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 248(3)_hist_2,manuscript_12137,,King's Pote 248(3),,manuscript,,Kings_248_3,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 139_hist_1,manuscript_12006,,King's Pote 139,,manuscript,,Kings_139,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 139_hist_2,manuscript_12006,,King's Pote 139,,manuscript,,Kings_139,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 111_hist_1,manuscript_11969,,King's Pote 111,,manuscript,,Kings_111,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 111_hist_2,manuscript_11969,,King's Pote 111,,manuscript,,Kings_111,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 17_hist_1,manuscript_12040,,King's Pote 17,,manuscript,,Kings_17,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 17_hist_2,manuscript_12040,,King's Pote 17,,manuscript,,Kings_17,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 15_hist_1,manuscript_12018,,King's Pote 15,,manuscript,,Kings_15,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 15_hist_2,manuscript_12018,,King's Pote 15,,manuscript,,Kings_15,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 29_hist_1,manuscript_12151,,King's Pote 29,,manuscript,,Kings_29,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the first half alphabetically going to King's. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Pote 29_hist_2,manuscript_12151,,King's Pote 29,,manuscript,,Kings_29,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
